ID,Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
25627,30,27,14/12/2018,27-099,BRK,,WAS,W (+7),1,30:53:00,8,13,0.615,3,7,0.429,0,0,,0,2,2,6,1,1,1,1,19,18.2,2
25627,31,28,16/12/2018,27-101,BRK,,ATL,W (+17),1,25:45:00,4,7,0.571,3,6,0.5,5,6,0.833,0,1,1,6,1,0,1,2,16,16,16
25627,32,29,18/12/2018,27-103,BRK,,LAL,W (+5),1,37:52:00,7,13,0.538,3,4,0.75,2,2,1,1,3,4,2,1,0,0,3,19,15.5,6
25627,33,30,19/12/2018,27-104,BRK,@,CHI,W (+3),1,28:37:00,4,9,0.444,3,5,0.6,0,0,,1,3,4,4,0,0,3,2,11,6.9,1
25627,34,31,21/12/2018,27-106,BRK,,IND,L (-8),1,31:07:00,5,8,0.625,3,5,0.6,0,0,,0,4,4,2,0,0,3,2,13,8.2,-6
25627,35,32,23/12/2018,27-108,BRK,,PHO,W (+8),1,32:21:00,4,8,0.5,3,7,0.429,2,2,1,0,3,3,2,0,0,1,1,13,9.9,12
25627,36,33,26/12/2018,27-111,BRK,,CHO,W (+2),1,41:20:00,11,14,0.786,5,8,0.625,0,0,,1,4,5,2,2,0,2,2,27,24.1,8
25627,37,34,28/12/2018,27-113,BRK,@,CHO,L (-13),1,27:51:00,2,6,0.333,0,1,0,0,0,,1,2,3,0,0,1,1,3,4,0.4,-26
25627,38,35,29/12/2018,27-114,BRK,@,MIL,L (-14),1,21:19,5,8,0.625,4,5,0.8,1,1,1,0,2,2,2,0,0,1,1,15,12,-16
25627,39,36,2/1/2019,27-118,BRK,,NOP,W (+5),1,29:29:00,9,16,0.563,3,4,0.75,0,0,,2,0,2,1,1,0,2,3,21,13.3,-10
25627,40,37,4/1/2019,27-120,BRK,@,MEM,W (+9),1,29:02:00,7,11,0.636,3,5,0.6,1,1,1,1,4,5,4,1,0,2,4,18,15.2,4
25627,41,38,6/1/2019,27-122,BRK,@,CHI,W (+17),1,20:00,1,5,0.2,0,4,0,0,0,,0,3,3,4,0,0,3,4,2,-2,13
25627,43,39,9/1/2019,27-125,BRK,,ATL,W (+16),1,30:29:00,6,12,0.5,4,7,0.571,0,0,,3,6,9,2,0,1,3,2,16,12.2,0
25627,44,40,11/1/2019,27-127,BRK,@,TOR,L (-17),1,21:20,2,7,0.286,1,3,0.333,2,2,1,0,3,3,1,0,0,2,3,7,1.3,-10
25627,45,41,14/1/2019,27-130,BRK,,BOS,W (+7),1,34:54:00,4,10,0.4,1,6,0.167,4,4,1,0,8,8,3,1,0,3,0,13,10.1,10
25627,46,42,16/1/2019,27-132,BRK,@,HOU,W (+3),1,43:01:00,6,12,0.5,2,4,0.5,3,4,0.75,1,3,4,7,0,0,2,2,17,14.3,19
25627,47,43,18/1/2019,27-134,BRK,@,ORL,W (+2),1,29:37:00,4,13,0.308,3,8,0.375,0,0,,0,1,1,4,1,0,3,2,11,3.8,6
25627,48,44,21/1/2019,27-137,BRK,,SAC,W (+29),1,29:04:00,8,14,0.571,3,4,0.75,0,0,,2,5,7,2,2,0,1,2,19,16.9,17
25627,49,45,23/1/2019,27-139,BRK,,ORL,W (+4),1,30:58:00,5,10,0.5,1,4,0.25,2,2,1,1,3,4,3,0,0,1,3,13,9.5,0
25627,50,46,25/1/2019,27-141,BRK,,NYK,W (+10),1,27:47:00,3,11,0.273,2,6,0.333,2,4,0.5,1,6,7,3,0,0,3,2,10,3.5,7
25627,51,47,28/1/2019,27-144,BRK,@,BOS,L (-8),1,19:21,2,8,0.25,1,4,0.25,0,0,,0,1,1,0,0,1,0,2,5,0.4,-8
25627,52,48,29/1/2019,27-145,BRK,,CHI,W (+5),1,32:28:00,5,11,0.455,2,7,0.286,5,5,1,0,5,5,3,1,0,1,2,17,14.1,1
25627,53,49,31/1/2019,27-147,BRK,@,SAS,L (-3),1,32:13:00,7,10,0.7,3,5,0.6,1,1,1,0,2,2,3,0,1,3,2,18,13.4,-11
25627,54,50,2/2/2019,27-149,BRK,@,ORL,L (-13),1,28:58:00,3,12,0.25,0,5,0,0,0,,0,1,1,4,0,0,2,2,6,-0.9,-20
25627,56,51,6/2/2019,27-153,BRK,,DEN,W (+5),1,31:40:00,7,13,0.538,3,6,0.5,0,0,,0,5,5,2,1,0,1,3,17,12.4,-4
25627,57,52,8/2/2019,27-155,BRK,,CHI,L (-19),1,31:23:00,7,13,0.538,3,7,0.429,2,2,1,0,2,2,5,0,0,2,3,19,13.6,-10
25627,58,53,11/2/2019,27-158,BRK,@,TOR,L (-2),1,29:53:00,7,9,0.778,7,8,0.875,3,3,1,0,2,2,4,0,0,1,0,24,22.9,-3
25627,59,54,13/2/2019,27-160,BRK,@,CLE,W (+9),1,48:22:00,9,12,0.75,4,5,0.8,3,3,1,0,4,4,2,0,0,1,3,25,20.6,11
25627,60,55,21/2/2019,27-168,BRK,,POR,L (-14),1,28:37:00,5,10,0.5,0,3,0,3,4,0.75,2,2,4,0,0,1,1,2,13,8.5,-30
25627,61,56,23/2/2019,27-170,BRK,@,CHO,W (+2),1,32:34:00,5,7,0.714,3,4,0.75,6,6,1,0,2,2,4,1,1,0,2,19,20.4,14
25627,62,57,25/2/2019,27-172,BRK,,SAS,W (+16),1,31:25:00,5,7,0.714,5,6,0.833,0,1,0,0,1,1,3,0,0,1,0,15,13.1,13
25627,63,58,27/2/2019,27-174,BRK,,WAS,L (-9),1,25:16:00,2,7,0.286,2,5,0.4,0,0,,2,1,3,2,0,0,3,2,6,1.2,-22
25627,64,59,1/3/2019,27-176,BRK,,CHO,L (-11),1,28:00:00,4,7,0.571,1,4,0.25,0,0,,2,5,7,2,1,1,2,2,9,8.9,-26
25627,65,60,2/3/2019,27-177,BRK,@,MIA,L (-29),1,26:00:00,6,11,0.545,2,5,0.4,1,1,1,0,3,3,0,0,2,4,1,15,7.6,-27
25627,66,61,4/3/2019,27-179,BRK,,DAL,W (+39),1,27:55:00,5,7,0.714,1,2,0.5,0,0,,0,2,2,2,0,0,1,1,11,8.7,9
25627,67,62,6/3/2019,27-181,BRK,,CLE,W (+6),1,32:16:00,4,10,0.4,1,3,0.333,0,2,0,1,1,2,3,1,0,2,1,9,4.5,4
25627,68,63,9/3/2019,27-184,BRK,@,ATL,W (+2),1,33:31:00,3,10,0.3,1,6,0.167,4,6,0.667,1,4,5,2,0,0,3,2,11,3.9,-1
25627,69,64,11/3/2019,27-186,BRK,,DET,W (+28),1,22:47,3,6,0.5,1,3,0.333,5,6,0.833,0,4,4,3,1,0,1,3,12,10.7,10
25627,70,65,13/3/2019,27-188,BRK,@,OKC,L (-12),1,30:41:00,4,8,0.5,3,6,0.5,2,2,1,2,4,6,2,0,1,2,2,13,10.9,-17
25627,71,66,16/3/2019,27-191,BRK,@,UTA,L (-16),1,22:36,2,8,0.25,0,2,0,2,2,1,0,3,3,0,0,0,0,0,6,2.1,-7
25627,72,67,17/3/2019,27-192,BRK,@,LAC,L (-3),1,29:42:00,4,10,0.4,3,6,0.5,1,1,1,0,4,4,2,1,1,3,4,12,6.3,13
25627,73,68,19/3/2019,27-194,BRK,@,SAC,W (+2),1,19:57,4,5,0.8,1,1,1,0,0,,0,3,3,0,2,0,2,1,9,7.6,-19
25627,74,69,22/3/2019,27-197,BRK,@,LAL,W (+5),1,31:56:00,8,15,0.533,6,8,0.75,4,4,1,0,3,3,2,0,0,0,2,26,20.2,10
25627,75,70,25/3/2019,27-200,BRK,@,POR,L (-4),1,42:58:00,4,13,0.308,1,6,0.167,4,6,0.667,3,5,8,3,0,0,2,1,13,8,-14
25627,76,71,28/3/2019,27-203,BRK,@,PHI,L (-13),1,31:42:00,8,12,0.667,4,6,0.667,2,2,1,0,3,3,1,0,1,0,4,22,17.5,-5
25627,77,72,30/3/2019,27-205,BRK,,BOS,W (+14),1,34:42:00,5,9,0.556,3,5,0.6,0,0,,0,8,8,2,1,0,1,5,13,10.5,26
25627,78,73,1/4/2019,27-207,BRK,,MIL,L (-10),1,35:09:00,6,9,0.667,5,7,0.714,0,0,,1,5,6,3,0,0,2,3,17,14.2,-14
25627,79,74,3/4/2019,27-209,BRK,,TOR,L (-10),1,35:13:00,3,7,0.429,1,5,0.2,2,3,0.667,0,7,7,2,0,0,2,0,9,6.4,-11
25627,80,75,6/4/2019,27-212,BRK,@,MIL,W (+5),1,34:43:00,5,16,0.313,3,6,0.5,1,1,1,2,4,6,1,1,0,1,1,14,7.7,2
25627,81,76,7/4/2019,27-213,BRK,@,IND,W (+12),1,30:13:00,7,11,0.636,4,7,0.571,1,2,0.5,1,3,4,2,1,0,3,1,19,14.3,10
25629,1,1,17/10/2018,26-094,LAC,,DEN,L (-9),1,40:31:00,6,13,0.462,2,6,0.333,5,6,0.833,1,9,10,1,0,3,2,4,19,14.5,-5
25629,2,2,19/10/2018,26-096,LAC,,OKC,W (+16),1,37:05:00,10,23,0.435,2,7,0.286,4,8,0.5,3,8,11,4,1,1,3,2,26,17.5,20
25629,3,3,21/10/2018,26-098,LAC,,HOU,W (+3),1,34:50:00,9,15,0.6,2,5,0.4,3,3,1,1,3,4,1,0,0,2,1,23,16,-1
25629,4,4,23/10/2018,26-100,LAC,@,NOP,L (-7),1,37:30:00,8,16,0.5,2,5,0.4,8,9,0.889,1,8,9,3,1,0,1,1,26,22.4,-3
25629,5,5,26/10/2018,26-103,LAC,@,HOU,W (+20),1,26:39:00,5,14,0.357,2,3,0.667,3,3,1,0,9,9,1,0,1,2,0,15,9.3,12
25629,6,6,28/10/2018,26-105,LAC,,WAS,W (+32),1,29:36:00,9,14,0.643,2,4,0.5,2,3,0.667,3,8,11,0,0,0,2,1,22,17.5,19
25629,7,7,30/10/2018,26-107,LAC,@,OKC,L (-18),1,32:05:00,7,14,0.5,0,3,0,1,1,1,2,4,6,2,0,0,2,2,15,9.2,-9
25629,8,8,1/11/2018,26-109,LAC,@,PHI,L (-9),1,33:22:00,10,16,0.625,2,3,0.667,2,2,1,0,8,8,3,0,1,1,1,24,20.6,1
25629,9,9,2/11/2018,26-110,LAC,@,ORL,W (+25),1,26:25:00,8,10,0.8,1,2,0.5,4,4,1,0,7,7,2,0,0,0,2,21,19.9,3
25629,10,10,5/11/2018,26-113,LAC,,MIN,W (+11),1,34:48:00,8,16,0.5,4,7,0.571,2,3,0.667,1,9,10,2,1,0,1,2,22,17.6,7
25629,11,11,8/11/2018,26-116,LAC,@,POR,L (-11),1,36:46:00,6,16,0.375,1,3,0.333,2,2,1,0,11,11,2,0,1,0,4,15,10,-4
25629,12,12,10/11/2018,26-118,LAC,,MIL,W (+2),1,37:23:00,8,16,0.5,2,5,0.4,2,2,1,0,11,11,1,2,1,4,1,20,14.3,3
25629,13,13,12/11/2018,26-120,LAC,,GSW,W (+5),1,42:28:00,7,18,0.389,2,5,0.4,1,2,0.5,0,8,8,5,2,0,3,4,17,10.1,5
25629,14,14,15/11/2018,26-123,LAC,,SAS,W (+5),1,38:55:00,8,16,0.5,2,5,0.4,0,0,,2,6,8,5,0,1,2,3,18,14.2,-2
25629,15,15,17/11/2018,26-125,LAC,@,BRK,W (+8),1,36:31:00,11,17,0.647,2,4,0.5,3,4,0.75,0,8,8,3,0,0,3,4,27,19,11
25629,16,16,19/11/2018,26-127,LAC,@,ATL,W (+8),1,33:09:00,8,15,0.533,4,8,0.5,4,4,1,1,7,8,1,1,2,3,4,24,18,-5
25629,17,17,20/11/2018,26-128,LAC,@,WAS,L (-7),1,37:02:00,12,21,0.571,4,6,0.667,1,2,0.5,1,8,9,1,0,0,2,3,29,19.3,0
25629,18,18,23/11/2018,26-131,LAC,,MEM,W (+5),1,35:40:00,5,11,0.455,0,2,0,2,2,1,0,7,7,4,0,0,1,0,12,10.2,13
25629,19,19,25/11/2018,26-133,LAC,@,POR,W (+4),1,36:21:00,14,22,0.636,2,6,0.333,4,4,1,0,11,11,1,1,0,0,0,34,29.2,11
25629,20,20,28/11/2018,26-136,LAC,,PHO,W (+16),1,34:36:00,7,15,0.467,3,6,0.5,1,2,0.5,0,10,10,3,0,0,4,0,18,11,24
25629,21,21,29/11/2018,26-137,LAC,@,SAC,W (+12),1,32:47:00,11,17,0.647,3,5,0.6,3,3,1,1,5,6,4,0,0,0,3,28,24.3,24
25629,22,22,2/12/2018,26-140,LAC,@,DAL,L (-4),1,35:53:00,5,18,0.278,1,5,0.2,4,4,1,0,5,5,4,1,0,2,3,15,6.5,-11
25629,23,23,3/12/2018,26-141,LAC,@,NOP,W (+3),1,35:26:00,10,16,0.625,1,4,0.25,6,6,1,0,6,6,1,2,0,3,1,27,20.9,6
25629,24,24,5/12/2018,26-143,LAC,@,MEM,L (-10),1,32:57:00,2,13,0.154,1,4,0.25,2,2,1,0,12,12,1,1,0,3,5,7,-1,7
25629,25,25,8/12/2018,26-146,LAC,,MIA,L (-23),1,35:51:00,8,19,0.421,2,8,0.25,2,2,1,0,6,6,1,2,0,2,4,20,10.8,-3
25629,26,26,10/12/2018,26-148,LAC,@,PHO,W (+4),1,41:19:00,11,19,0.579,2,4,0.5,9,9,1,1,7,8,3,1,2,4,3,33,26.2,-3
25629,27,27,11/12/2018,26-149,LAC,,TOR,L (-24),1,22:37,4,10,0.4,0,3,0,2,2,1,1,2,3,1,0,0,1,0,10,5.6,-29
25629,28,28,13/12/2018,26-151,LAC,@,SAS,L (-38),1,28:15:00,5,14,0.357,1,4,0.25,6,7,0.857,1,4,5,2,0,0,3,2,17,8.3,-13
25629,29,29,15/12/2018,26-153,LAC,@,OKC,L (-6),1,38:25:00,9,14,0.643,3,6,0.5,1,1,1,0,9,9,1,1,0,3,1,22,16.8,-5
25629,30,30,17/12/2018,26-155,LAC,,POR,L (-4),1,35:22:00,15,22,0.682,3,6,0.5,6,8,0.75,1,10,11,1,1,0,1,2,39,32.4,-12
25629,31,31,20/12/2018,26-158,LAC,,DAL,W (+4),1,37:04:00,4,12,0.333,0,2,0,8,8,1,1,8,9,5,1,0,1,2,16,15,8
25629,32,32,22/12/2018,26-160,LAC,,DEN,W (+21),1,26:41:00,7,15,0.467,3,5,0.6,4,4,1,2,5,7,3,0,0,1,0,21,17.3,14
25629,33,33,23/12/2018,26-161,LAC,@,GSW,L (-2),1,37:55:00,12,21,0.571,6,7,0.857,2,2,1,1,8,9,2,0,0,1,2,32,24.8,-8
25629,34,34,26/12/2018,26-164,LAC,,SAC,W (+9),1,30:22:00,6,12,0.5,3,5,0.6,2,2,1,0,6,6,3,1,0,2,1,17,13.5,12
25629,35,35,28/12/2018,26-166,LAC,@,LAL,W (+11),1,33:08:00,3,9,0.333,0,1,0,3,3,1,1,9,10,1,1,0,1,2,9,7.2,-5
25629,36,36,29/12/2018,26-167,LAC,,SAS,L (-11),1,33:50:00,5,12,0.417,1,3,0.333,5,6,0.833,0,7,7,3,1,0,3,2,16,10.6,-19
25629,37,37,1/1/2019,26-170,LAC,,PHI,L (-6),1,24:36:00,7,15,0.467,1,4,0.25,6,6,1,1,5,6,0,3,0,1,4,21,15.9,-6
25629,38,38,4/1/2019,26-173,LAC,@,PHO,W (+10),1,36:12:00,6,11,0.545,2,3,0.667,2,2,1,2,0,2,1,4,1,7,4,16,8.9,6
25629,39,39,6/1/2019,26-175,LAC,,ORL,W (+10),1,35:30:00,10,21,0.476,1,2,0.5,7,8,0.875,0,9,9,2,1,1,1,2,28,20.9,13
25629,40,40,8/1/2019,26-177,LAC,,CHO,W (+19),1,32:12:00,9,18,0.5,4,7,0.571,1,1,1,0,6,6,3,0,0,1,2,23,16.1,9
25629,41,41,10/1/2019,26-179,LAC,@,DEN,L (-21),1,31:07:00,7,15,0.467,0,2,0,4,4,1,1,10,11,4,0,1,0,1,18,17.1,-9
25629,42,42,12/1/2019,26-181,LAC,,DET,L (-5),1,36:49:00,4,9,0.444,2,2,1,1,2,0.5,0,10,10,2,2,1,3,3,11,8.8,-17
25629,43,43,14/1/2019,26-183,LAC,,NOP,L (-4),1,35:53:00,7,11,0.636,5,7,0.714,2,3,0.667,0,6,6,3,0,1,1,3,21,18.1,-1
25629,44,44,16/1/2019,26-185,LAC,,UTA,L (-20),1,32:06:00,6,14,0.429,3,6,0.5,2,2,1,2,4,6,3,2,0,0,1,17,15.9,-26
25629,45,45,18/1/2019,26-187,LAC,,GSW,L (-18),1,35:43:00,7,18,0.389,3,8,0.375,11,12,0.917,0,9,9,2,0,0,4,3,28,16.7,-14
25629,46,46,20/1/2019,26-189,LAC,@,SAS,W (+8),1,43:11:00,12,20,0.6,2,4,0.5,1,3,0.333,1,8,9,9,3,1,0,1,27,29.7,18
25629,47,47,22/1/2019,26-191,LAC,@,DAL,L (-8),1,34:23:00,1,9,0.111,1,6,0.167,6,6,1,0,7,7,4,1,2,1,4,9,7.8,-4
25629,48,48,23/1/2019,26-192,LAC,@,MIA,W (+12),1,39:17:00,12,19,0.632,2,4,0.5,5,5,1,0,7,7,6,1,0,3,1,31,26.4,7
25629,49,49,25/1/2019,26-194,LAC,@,CHI,W (+5),1,37:40:00,10,15,0.667,3,6,0.5,6,7,0.857,0,8,8,3,0,0,5,2,29,20.8,8
25629,50,50,27/1/2019,26-196,LAC,,SAC,W (+14),1,33:16:00,6,17,0.353,2,8,0.25,4,4,1,1,5,6,3,0,0,0,4,18,11.2,9
25629,51,51,28/1/2019,26-197,LAC,,ATL,L (-5),1,35:58:00,11,18,0.611,2,4,0.5,6,7,0.857,0,8,8,7,0,2,2,3,30,26.9,-1
25629,52,52,31/1/2019,26-200,LAC,,LAL,L (-3),1,43:05:00,5,13,0.385,1,4,0.25,4,6,0.667,1,7,8,8,0,1,0,5,15,14.2,-1
25629,53,53,2/2/2019,26-202,LAC,@,DET,W (+10),1,29:25:00,3,12,0.25,1,5,0.2,0,0,,0,8,8,2,0,0,2,2,7,0.8,-12
25629,54,54,3/2/2019,26-203,LAC,@,TOR,L (-18),1,31:19:00,5,18,0.278,0,2,0,3,3,1,1,3,4,2,1,0,3,4,13,1.8,-17
25629,55,55,5/2/2019,26-205,LAC,@,CHO,W (+2),1,36:11:00,13,21,0.619,6,7,0.857,2,3,0.667,1,6,7,5,0,0,6,2,34,23.3,-9
25629,56,56,8/2/2019,26-208,PHI,,DEN,W (+7),1,32:29:00,6,12,0.5,2,3,0.667,0,0,,1,7,8,3,1,0,0,2,14,13.1,0
25629,57,57,10/2/2019,26-210,PHI,,LAL,W (+23),1,28:47:00,9,14,0.643,3,5,0.6,1,2,0.5,1,5,6,6,0,1,1,3,22,20.3,5
25629,58,58,12/2/2019,26-212,PHI,,BOS,L (-3),1,34:32:00,4,14,0.286,0,6,0,2,2,1,1,7,8,2,0,0,1,4,10,3.4,-12
25629,59,59,13/2/2019,26-213,PHI,@,NYK,W (+15),1,35:13:00,9,14,0.643,3,7,0.429,4,5,0.8,0,6,6,3,0,1,1,3,25,20.8,27
25629,60,60,21/2/2019,26-221,PHI,,MIA,W (+4),1,35:37:00,8,15,0.533,3,7,0.429,4,6,0.667,1,10,11,1,0,1,1,2,23,18.2,19
25629,61,61,23/2/2019,26-223,PHI,,POR,L (-15),1,35:10:00,8,14,0.571,3,7,0.429,1,1,1,0,8,8,0,1,1,2,3,20,14.3,-23
25629,62,62,25/2/2019,26-225,PHI,@,NOP,W (+1),1,38:50:00,10,16,0.625,2,8,0.25,7,8,0.875,1,9,10,3,0,2,2,0,29,26.3,-1
25629,63,63,28/2/2019,26-228,PHI,@,OKC,W (+4),1,39:39:00,11,19,0.579,5,7,0.714,5,5,1,0,5,5,3,1,1,1,2,32,26.6,6
25629,64,64,2/3/2019,26-230,PHI,,GSW,L (-3),1,43:32:00,7,20,0.35,3,11,0.273,3,3,1,1,8,9,3,0,0,4,4,20,8.4,-4
25629,65,65,5/3/2019,26-233,PHI,,ORL,W (+8),1,34:09:00,8,15,0.533,1,3,0.333,4,4,1,1,11,12,5,2,1,2,2,21,21.1,15
25629,66,66,6/3/2019,26-234,PHI,@,CHI,L (-1),1,36:21:00,5,13,0.385,1,2,0.5,2,2,1,3,1,4,1,0,0,3,2,13,5.2,-5
25629,67,67,8/3/2019,26-236,PHI,@,HOU,L (-16),1,33:34:00,10,15,0.667,2,4,0.5,0,0,,1,8,9,0,0,0,0,1,22,18.2,-20
25629,68,68,10/3/2019,26-238,PHI,,IND,W (+17),1,35:01:00,7,16,0.438,2,5,0.4,0,0,,1,7,8,4,1,1,2,2,16,12.1,-3
25629,69,69,12/3/2019,26-240,PHI,,CLE,W (+7),1,39:00:00,5,12,0.417,1,5,0.2,0,0,,0,9,9,3,0,0,4,4,11,3.8,4
25629,70,70,15/3/2019,26-243,PHI,,SAC,W (+9),1,34:35:00,7,16,0.438,1,5,0.2,4,4,1,1,6,7,4,1,1,1,1,19,16.2,19
25629,71,71,17/3/2019,26-245,PHI,@,MIL,W (+5),1,34:09:00,4,7,0.571,1,2,0.5,3,4,0.75,1,6,7,4,1,0,0,0,12,14.6,5
25629,72,72,19/3/2019,26-247,PHI,@,CHO,W (+4),1,38:50:00,8,17,0.471,1,5,0.2,5,6,0.833,1,10,11,3,1,0,2,3,22,16.5,13
25629,73,73,20/3/2019,26-248,PHI,,BOS,W (+3),1,36:40:00,7,17,0.412,2,5,0.4,5,6,0.833,3,5,8,3,0,0,1,2,21,15.4,5
25629,74,74,23/3/2019,26-251,PHI,@,ATL,L (-2),1,36:53:00,6,17,0.353,1,4,0.25,0,1,0,4,5,9,2,0,1,2,2,13,6.7,-11
25629,75,75,25/3/2019,26-253,PHI,@,ORL,L (-21),1,33:35:00,5,10,0.5,0,2,0,5,6,0.833,0,4,4,3,1,0,2,4,15,10.3,-22
25629,76,76,28/3/2019,26-256,PHI,,BRK,W (+13),1,35:21:00,3,8,0.375,0,2,0,0,0,,2,8,10,4,1,0,1,1,6,7.8,9
25629,77,77,30/3/2019,26-258,PHI,@,MIN,W (+9),1,39:02:00,9,20,0.45,3,8,0.375,4,5,0.8,1,6,7,4,0,0,0,3,25,18.3,4
25629,78,78,1/4/2019,26-260,PHI,@,DAL,L (-20),1,33:41:00,10,19,0.526,1,6,0.167,4,5,0.8,0,6,6,3,0,1,2,1,25,17.5,-8
25629,79,79,3/4/2019,26-262,PHI,@,ATL,L (-8),1,36:53:00,6,14,0.429,2,5,0.4,7,7,1,4,3,7,2,0,0,2,5,21,14.7,0
25629,80,80,4/4/2019,26-263,PHI,,MIL,L (-6),1,30:21:00,6,15,0.4,1,3,0.333,0,0,,0,9,9,3,0,1,2,5,13,6.4,-12
25629,81,81,6/4/2019,26-265,PHI,@,CHI,W (+20),1,31:52:00,6,14,0.429,0,2,0,4,6,0.667,1,5,6,5,0,0,3,0,16,10.5,7
25629,82,82,9/4/2019,26-268,PHI,@,MIA,L (-23),1,20:22,3,16,0.188,0,6,0,0,0,,2,7,9,2,0,0,0,0,6,0.9,-15
25645,1,1,17/10/2018,25-304,SAC,,UTA,L (-6),1,31:50:00,9,18,0.5,1,4,0.25,0,1,0,1,5,6,1,1,1,4,6,19,7.8,9
25645,2,2,19/10/2018,25-306,SAC,@,NOP,L (-20),1,26:50:00,7,11,0.636,3,4,0.75,0,0,,1,1,2,3,0,1,2,2,17,13.1,-18
25645,3,3,21/10/2018,25-308,SAC,@,OKC,W (+11),1,23:24,6,11,0.545,2,4,0.5,3,3,1,0,5,5,2,0,0,2,3,17,11.4,8
25645,4,4,23/10/2018,25-310,SAC,@,DEN,L (-14),1,23:15,2,7,0.286,1,3,0.333,0,0,,2,3,5,1,0,0,2,1,5,1.5,-16
25645,5,5,24/10/2018,25-311,SAC,,MEM,W (+5),1,41:26:00,10,20,0.5,3,6,0.5,0,0,,2,5,7,2,0,0,3,2,23,13.5,16
25645,6,6,26/10/2018,25-313,SAC,,WAS,W (+4),1,35:48:00,8,17,0.471,2,7,0.286,4,5,0.8,1,4,5,2,0,1,3,1,22,13.5,14
25645,7,7,29/10/2018,25-316,SAC,@,MIA,W (+10),1,35:30:00,8,14,0.571,4,6,0.667,3,4,0.75,0,8,8,5,2,1,3,2,23,20.8,10
25645,8,8,30/10/2018,25-317,SAC,@,ORL,W (+8),1,38:40:00,9,15,0.6,1,4,0.25,6,6,1,0,11,11,3,0,1,2,2,25,21.4,13
25645,9,9,1/11/2018,25-319,SAC,@,ATL,W (+31),1,33:10:00,10,17,0.588,5,7,0.714,2,3,0.667,0,5,5,6,2,1,3,4,27,22.5,40
25645,10,10,4/11/2018,25-322,SAC,@,MIL,L (-35),1,24:03:00,8,15,0.533,2,5,0.4,1,1,1,2,2,4,1,0,0,3,2,19,10.6,-18
25645,11,11,7/11/2018,25-325,SAC,,TOR,L (-9),1,35:33:00,9,22,0.409,3,9,0.333,3,3,1,0,4,4,3,1,1,1,1,24,15.8,-3
25645,12,12,9/11/2018,25-327,SAC,,MIN,W (+11),1,33:20:00,6,14,0.429,3,7,0.429,0,0,,2,8,10,3,0,0,2,5,15,9.5,4
25645,13,13,10/11/2018,25-328,SAC,,LAL,L (-15),1,25:57:00,3,17,0.176,1,6,0.167,5,5,1,2,2,4,2,0,0,2,2,12,1.9,-9
25645,14,14,12/11/2018,25-330,SAC,,SAS,W (+5),1,25:51:00,5,13,0.385,2,5,0.4,2,4,0.5,1,1,2,4,2,0,1,1,14,10.5,7
25645,15,15,16/11/2018,25-334,SAC,@,MEM,L (-8),1,27:32:00,6,12,0.5,2,4,0.5,2,2,1,0,4,4,3,2,1,3,2,16,12.2,-23
25645,16,16,17/11/2018,25-335,SAC,@,HOU,L (-20),1,29:42:00,10,17,0.588,3,6,0.5,0,0,,5,2,7,2,1,0,2,3,23,18.4,-23
25645,17,17,19/11/2018,25-337,SAC,,OKC,W (+4),1,35:12:00,9,18,0.5,5,10,0.5,2,2,1,0,4,4,2,0,0,0,1,25,18.2,5
25645,18,18,21/11/2018,25-339,SAC,@,UTA,W (+9),1,29:36:00,4,12,0.333,2,5,0.4,0,0,,0,7,7,4,0,0,3,3,10,3.9,13
25645,19,19,24/11/2018,25-342,SAC,@,GSW,L (-1),1,33:10:00,12,21,0.571,4,6,0.667,0,1,0,2,5,7,3,0,1,2,3,28,20.2,-1
25645,20,20,25/11/2018,25-343,SAC,,UTA,L (-21),1,31:38:00,5,10,0.5,2,5,0.4,0,0,,1,3,4,1,0,0,5,5,12,2.3,-21
25645,21,21,29/11/2018,25-347,SAC,,LAC,L (-12),1,29:52:00,4,13,0.308,0,7,0,2,2,1,2,4,6,2,0,0,2,1,10,4.1,-6
25645,22,22,1/12/2018,25-349,SAC,,IND,W (+1),1,34:28:00,6,16,0.375,2,9,0.222,4,4,1,1,4,5,4,0,0,2,3,18,10.7,3
25645,23,23,4/12/2018,25-352,SAC,@,PHO,W (+17),1,17:51,7,13,0.538,3,5,0.6,3,4,0.75,2,3,5,1,1,0,1,1,20,15.9,8
25645,24,24,7/12/2018,25-355,SAC,@,CLE,W (+19),1,32:44:00,9,17,0.529,5,8,0.625,2,2,1,1,3,4,2,0,2,1,2,25,19.3,14
25645,25,25,8/12/2018,25-356,SAC,@,IND,L (-10),1,32:24:00,8,20,0.4,4,12,0.333,0,0,,2,2,4,0,0,0,1,3,20,9,-17
25645,26,26,10/12/2018,25-358,SAC,@,CHI,W (+19),1,33:25:00,5,11,0.455,4,9,0.444,0,0,,0,4,4,4,1,0,2,1,14,10.9,27
25645,27,27,12/12/2018,25-360,SAC,,MIN,W (+11),1,26:28:00,7,13,0.538,5,8,0.625,1,2,0.5,1,1,2,3,0,1,1,3,20,14.9,0
25645,28,28,14/12/2018,25-362,SAC,,GSW,L (-5),1,32:41:00,11,21,0.524,5,13,0.385,0,0,,2,2,4,2,0,0,0,2,27,19.3,-10
