ID,Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
25496,48,48,26/1/2019,31-156,IND,@,MEM,L (-3),1,31:55:00,3,5,0.6,2,2,1,10,10,1,0,2,2,9,1,0,2,3,18,20.4,-1
25496,49,49,28/1/2019,31-158,IND,,GSW,L (-32),1,24:51:00,5,9,0.556,2,3,0.667,1,2,0.5,0,0,0,8,0,0,3,2,13,10.1,-23
25496,50,50,30/1/2019,31-160,IND,@,WAS,L (-18),1,24:34:00,1,7,0.143,1,3,0.333,0,0,,0,2,2,2,1,0,2,2,3,-1.3,-16
25496,51,51,31/1/2019,31-161,IND,@,ORL,L (-7),1,32:09:00,7,13,0.538,1,3,0.333,1,1,1,1,3,4,10,1,0,2,2,16,16.5,-1
25496,52,52,2/2/2019,31-163,IND,@,MIA,W (+7),1,34:13:00,8,14,0.571,2,2,1,2,2,1,0,2,2,6,1,0,3,2,20,15.4,16
25496,53,53,4/2/2019,31-165,IND,@,NOP,W (+2),1,34:33:00,9,14,0.643,3,6,0.5,1,2,0.5,0,4,4,6,1,0,0,1,22,21.4,8
25496,54,54,5/2/2019,31-166,IND,,LAL,W (+42),1,25:20:00,2,6,0.333,1,1,1,0,0,,2,2,4,5,4,0,0,0,5,11.1,15
25496,55,55,7/2/2019,31-168,IND,,LAC,W (+24),1,25:52:00,5,8,0.625,0,1,0,4,4,1,1,2,3,5,1,0,1,1,14,14.8,22
25496,56,56,9/2/2019,31-170,IND,,CLE,W (+15),1,33:59:00,8,14,0.571,1,4,0.25,1,2,0.5,0,1,1,9,1,0,0,3,18,17.4,9
25496,57,57,11/2/2019,31-172,IND,,CHO,W (+9),1,32:20:00,6,12,0.5,1,3,0.333,0,0,,1,3,4,8,0,0,3,2,13,10.4,-4
25496,58,58,13/2/2019,31-174,IND,,MIL,L (-9),1,29:38:00,5,11,0.455,2,4,0.5,2,2,1,0,6,6,7,0,0,2,1,14,12.6,-1
25496,59,59,22/2/2019,31-183,IND,,NOP,W (+15),1,27:54:00,4,9,0.444,0,3,0,2,2,1,1,0,1,12,1,0,1,3,10,13.2,7
25496,60,60,23/2/2019,31-184,IND,@,WAS,W (+7),1,31:30:00,4,7,0.571,1,2,0.5,6,6,1,1,5,6,5,1,0,5,1,15,13,4
25496,61,61,25/2/2019,31-186,IND,@,DET,L (-4),1,29:50:00,7,13,0.538,3,4,0.75,4,4,1,0,3,3,5,2,0,3,3,21,16.9,-1
25496,62,62,27/2/2019,31-188,IND,@,DAL,L (-9),1,26:34:00,1,6,0.167,1,3,0.333,4,4,1,1,5,6,4,1,0,2,2,7,6.4,-14
25496,63,63,28/2/2019,31-189,IND,,MIN,W (+7),1,28:49:00,1,9,0.111,0,0,,6,6,1,3,4,7,9,1,1,2,2,8,10.6,9
25496,64,64,2/3/2019,31-191,IND,,ORL,L (-5),1,33:13:00,8,12,0.667,2,4,0.5,5,6,0.833,0,3,3,10,0,0,3,2,23,21.5,5
25496,65,65,5/3/2019,31-194,IND,,CHI,W (+9),1,33:21:00,7,10,0.7,3,5,0.6,5,6,0.833,0,4,4,2,2,0,3,1,22,18.6,12
25496,66,66,7/3/2019,31-196,IND,@,MIL,L (-19),1,26:02:00,2,7,0.286,0,3,0,5,6,0.833,0,4,4,9,1,0,1,0,9,12,-17
25496,67,67,10/3/2019,31-199,IND,@,PHI,L (-17),1,30:23:00,5,11,0.455,1,2,0.5,3,7,0.429,0,4,4,2,1,0,1,1,14,8.9,-22
25496,68,68,12/3/2019,31-201,IND,,NYK,W (+5),1,30:35:00,5,11,0.455,0,1,0,6,6,1,1,4,5,9,3,0,0,3,16,20.3,5
25496,69,69,14/3/2019,31-203,IND,,OKC,W (+2),1,38:34:00,6,11,0.545,0,1,0,5,5,1,1,5,6,7,4,0,4,2,17,18,3
25496,70,70,16/3/2019,31-205,IND,@,DEN,L (-2),1,30:01:00,7,12,0.583,1,1,1,2,3,0.667,0,2,2,4,2,0,2,2,17,13.6,-1
25496,71,71,18/3/2019,31-207,IND,@,POR,L (-8),1,27:11:00,3,8,0.375,1,2,0.5,2,2,1,0,1,1,7,2,0,2,3,9,8.6,-2
25496,75,72,27/3/2019,31-216,IND,@,OKC,L (-8),1,24:22:00,3,10,0.3,2,5,0.4,0,0,,0,3,3,6,1,0,3,4,8,3.7,-12
25496,76,73,29/3/2019,31-218,IND,@,BOS,L (-2),1,27:35:00,5,11,0.455,1,2,0.5,1,2,0.5,0,1,1,7,1,0,1,2,12,10.3,3
25496,77,74,30/3/2019,31-219,IND,,ORL,L (-5),1,32:41:00,10,15,0.667,2,4,0.5,2,4,0.5,2,1,3,9,1,0,1,0,24,24.7,3
25496,81,75,7/4/2019,31-227,IND,,BRK,L (-12),1,22:56,2,12,0.167,0,4,0,0,0,,0,2,2,6,2,0,2,2,4,0.4,-9
25496,82,76,10/4/2019,31-230,IND,@,ATL,W (+1),1,16:09,1,3,0.333,0,1,0,4,4,1,0,1,1,4,1,0,1,3,6,6.2,1
25513,1,1,18/10/2018,28-056,POR,,LAL,W (+9),0,15:34,2,6,0.333,1,2,0.5,0,0,,1,4,5,0,0,0,1,2,5,1.7,18
25513,2,2,20/10/2018,28-058,POR,,SAS,W (+13),0,14:42,3,6,0.5,2,4,0.5,1,1,1,0,0,0,1,0,0,1,0,9,5.7,0
25513,3,3,22/10/2018,28-060,POR,,WAS,L (-1),0,17:52,1,3,0.333,1,2,0.5,0,0,,0,0,0,1,0,0,0,2,3,1.2,-3
25513,4,4,25/10/2018,28-063,POR,@,ORL,W (+14),0,21:57,5,8,0.625,1,2,0.5,0,0,,0,0,0,2,0,1,0,3,11,8.3,13
25513,5,5,27/10/2018,28-065,POR,@,MIA,L (-9),0,19:24,1,2,0.5,1,2,0.5,0,0,,1,0,1,1,0,0,2,3,3,0.2,-1
25513,6,6,29/10/2018,28-067,POR,@,IND,W (+10),0,17:21,1,3,0.333,1,2,0.5,0,0,,0,2,2,1,0,0,1,0,3,1.6,23
25513,7,7,30/10/2018,28-068,POR,@,HOU,W (+19),0,23:19,2,8,0.25,1,2,0.5,0,0,,0,2,2,1,0,0,1,1,5,0.1,5
25513,8,8,1/11/2018,28-070,POR,,NOP,W (+13),0,18:38,3,5,0.6,3,4,0.75,0,0,,0,2,2,2,0,0,0,3,9,7.5,6
25513,9,9,3/11/2018,28-072,POR,,LAL,L (-4),0,21:56,0,5,0,0,4,0,0,0,,0,2,2,0,2,0,0,1,0,-1.3,-4
25513,10,10,4/11/2018,28-073,POR,,MIN,W (+30),0,15:26,1,3,0.333,1,2,0.5,0,0,,0,3,3,1,0,0,0,1,3,2.5,14
25513,11,11,6/11/2018,28-075,POR,,MIL,W (+15),0,12:07,1,2,0.5,0,1,0,0,0,,0,0,0,0,0,0,0,1,2,0.6,5
25513,12,12,8/11/2018,28-077,POR,,LAC,W (+11),0,13:03,1,5,0.2,1,1,1,2,2,1,0,1,1,0,0,0,0,1,5,1.8,6
25513,13,13,11/11/2018,28-080,POR,,BOS,W (+6),0,19:40,3,5,0.6,3,4,0.75,0,0,,0,0,0,2,0,0,2,2,9,5.3,5
25513,14,14,14/11/2018,28-083,POR,@,LAL,L (-9),0,7:48,0,1,0,0,0,,0,0,,0,1,1,0,0,0,0,0,0,-0.4,2
25513,19,15,23/11/2018,28-092,POR,@,GSW,L (-28),0,11:55,1,3,0.333,0,1,0,0,0,,0,1,1,0,0,0,1,0,2,-0.4,-3
25513,20,16,25/11/2018,28-094,POR,,LAC,L (-4),0,22:39,2,7,0.286,1,4,0.25,0,0,,2,1,3,0,0,0,0,0,5,2.6,13
25513,21,17,28/11/2018,28-097,POR,,ORL,W (+3),0,14:02,0,2,0,0,1,0,2,2,1,1,0,1,2,1,0,0,3,2,2.5,2
25513,22,18,30/11/2018,28-099,POR,,DEN,L (-1),0,16:37,2,3,0.667,0,0,,0,0,,1,0,1,0,0,0,0,0,4,3.4,4
25513,23,19,2/12/2018,28-101,POR,@,SAS,L (-13),0,16:18,1,2,0.5,0,0,,0,0,,1,1,2,1,0,0,3,1,2,-0.7,-19
25513,24,20,4/12/2018,28-103,POR,@,DAL,L (-9),0,9:17,1,3,0.333,1,2,0.5,0,0,,0,0,0,0,0,0,2,2,3,-1.5,-9
25513,25,21,6/12/2018,28-105,POR,,PHO,W (+22),1,17:28,1,6,0.167,1,3,0.333,0,0,,0,1,1,1,0,1,2,1,3,-1.5,19
25513,27,22,11/12/2018,28-110,POR,@,HOU,L (-7),0,17:31,2,3,0.667,2,2,1,0,0,,1,2,3,0,0,0,2,0,6,4,-14
25513,29,23,14/12/2018,28-113,POR,,TOR,W (+6),0,18:31,5,8,0.625,3,5,0.6,0,0,,0,0,0,2,2,0,0,2,13,12,10
25513,30,24,17/12/2018,28-116,POR,@,LAC,W (+4),0,13:31,0,4,0,0,1,0,0,0,,0,2,2,0,0,0,0,3,0,-3.4,-14
25513,31,25,19/12/2018,28-118,POR,,MEM,W (+7),0,18:27,3,4,0.75,2,2,1,0,0,,0,2,2,2,0,0,1,3,8,6.2,21
25513,32,26,21/12/2018,28-120,POR,,UTA,L (-30),0,15:54,1,3,0.333,1,3,0.333,0,0,,0,0,0,0,0,0,0,1,3,0.9,-28
25513,33,27,23/12/2018,28-122,POR,,DAL,W (+3),0,21:42,4,8,0.5,4,8,0.5,0,0,,0,2,2,3,1,0,0,1,12,11.3,-7
25513,34,28,25/12/2018,28-124,POR,@,UTA,L (-21),0,14:34,3,4,0.75,2,3,0.667,0,0,,0,0,0,2,1,0,1,0,8,7.8,-12
25513,35,29,27/12/2018,28-126,POR,@,GSW,W (+1),0,17:54,4,7,0.571,3,5,0.6,0,0,,0,3,3,0,0,0,1,1,11,7.2,2
25513,36,30,29/12/2018,28-128,POR,,GSW,L (-10),0,15:49,1,5,0.2,1,2,0.5,0,0,,0,0,0,0,0,0,0,2,3,-0.9,-11
25513,37,31,30/12/2018,28-129,POR,,PHI,W (+34),0,19:34,3,7,0.429,1,2,0.5,0,0,,0,0,0,3,0,0,0,1,7,5,33
25513,38,32,1/1/2019,28-131,POR,@,SAC,W (+5),0,21:58,6,9,0.667,4,6,0.667,2,2,1,0,1,1,1,3,0,1,1,18,16.7,-5
25513,39,33,4/1/2019,28-134,POR,,OKC,L (-2),0,16:03,1,7,0.143,1,5,0.2,0,0,,1,2,3,1,0,0,0,0,3,0.5,-7
25513,40,34,5/1/2019,28-135,POR,,HOU,W (+9),0,22:42,2,6,0.333,1,4,0.25,0,0,,1,0,1,0,1,1,2,0,5,2,0
25513,41,35,7/1/2019,28-137,POR,,NYK,W (+10),0,22:21,5,9,0.556,3,6,0.5,0,0,,0,1,1,0,1,1,0,1,13,10.3,2
25513,42,36,9/1/2019,28-139,POR,,CHI,W (+12),0,23:29,7,11,0.636,3,5,0.6,0,0,,0,1,1,0,1,0,3,4,17,8.8,15
25513,43,37,11/1/2019,28-141,POR,,CHO,W (+31),0,12:21,2,5,0.4,2,4,0.5,0,0,,0,1,1,1,0,0,2,1,6,1.9,5
25513,44,38,13/1/2019,28-143,POR,@,DEN,L (-3),0,19:09,2,3,0.667,0,0,,0,0,,0,2,2,1,1,0,0,1,4,4.6,4
25513,45,39,14/1/2019,28-144,POR,@,SAC,L (-8),0,20:45,2,6,0.333,1,3,0.333,0,0,,0,1,1,2,0,0,0,2,5,2.5,-8
25513,46,40,16/1/2019,28-146,POR,,CLE,W (+17),0,18:07,3,8,0.375,2,4,0.5,0,0,,0,1,1,2,0,0,1,2,8,3.5,-4
25513,47,41,18/1/2019,28-148,POR,,NOP,W (+16),0,12:19,1,4,0.25,0,1,0,0,0,,0,2,2,1,1,0,1,1,2,0.5,1
25513,48,42,21/1/2019,28-151,POR,@,UTA,W (+5),0,14:18,1,2,0.5,1,1,1,0,0,,1,2,3,3,0,0,0,3,3,4.2,-3
25513,49,43,22/1/2019,28-152,POR,@,OKC,L (-9),0,12:29,1,2,0.5,0,1,0,0,0,,1,0,1,0,0,0,0,3,2,0.5,-10
25513,50,44,24/1/2019,28-154,POR,@,PHO,W (+14),0,29:54:00,7,13,0.538,3,7,0.429,0,0,,1,5,6,3,2,1,1,1,17,16.3,11
25513,51,45,26/1/2019,28-156,POR,,ATL,W (+9),1,31:49:00,8,13,0.615,4,8,0.5,2,2,1,2,1,3,2,1,2,1,4,22,19,12
25513,52,46,30/1/2019,28-160,POR,,UTA,W (+27),0,22:06,3,6,0.5,2,3,0.667,0,0,,0,2,2,0,0,0,1,0,8,4.6,5
25513,53,47,5/2/2019,28-166,POR,,MIA,L (-10),0,15:31,3,7,0.429,1,2,0.5,0,0,,0,1,1,1,0,0,0,2,7,3.5,4
25513,54,48,7/2/2019,28-168,POR,,SAS,W (+9),0,7:05,0,0,,0,0,,0,0,,0,0,0,2,0,0,0,0,0,1.4,6
25513,55,49,10/2/2019,28-171,POR,@,DAL,L (-1),0,10:35,2,5,0.4,0,2,0,0,0,,0,0,0,0,1,0,1,1,4,0.9,-1
25513,56,50,11/2/2019,28-172,POR,@,OKC,L (-9),0,5:34,1,4,0.25,0,1,0,1,1,1,0,0,0,0,0,0,0,0,3,0.6,1
25513,57,51,13/2/2019,28-174,POR,,GSW,W (+22),0,19:49,3,6,0.5,0,3,0,5,7,0.714,1,2,3,2,0,0,0,1,11,9.5,28
25513,58,52,21/2/2019,28-182,POR,@,BRK,W (+14),0,14:56,0,3,0,0,2,0,0,0,,0,0,0,0,1,0,1,1,0,-2.5,-15
25513,59,53,23/2/2019,28-184,POR,@,PHI,W (+15),0,22:26,4,7,0.571,1,3,0.333,2,2,1,1,0,1,2,0,1,1,1,11,9.1,-10
25513,60,54,25/2/2019,28-186,POR,@,CLE,W (+13),0,15:47,5,6,0.833,5,5,1,0,0,,0,0,0,1,0,0,1,3,15,11.3,2
25513,61,55,27/2/2019,28-188,POR,@,BOS,W (+5),0,20:02,0,4,0,0,4,0,0,0,,0,0,0,0,2,0,2,1,0,-3.2,-7
25513,62,56,1/3/2019,28-190,POR,@,TOR,L (-2),0,18:43,3,7,0.429,1,3,0.333,2,2,1,1,1,2,0,1,0,1,0,9,6.3,12
25513,63,57,3/3/2019,28-192,POR,@,CHO,W (+10),0,12:33,3,5,0.6,1,2,0.5,1,2,0.5,0,1,1,0,0,1,0,1,8,5.9,7
25513,64,58,5/3/2019,28-194,POR,@,MEM,L (-9),0,14:10,1,4,0.25,0,2,0,1,2,0.5,1,0,1,0,1,0,2,1,3,-0.5,-1
25513,65,59,7/3/2019,28-196,POR,,OKC,L (-8),0,14:03,3,6,0.5,1,4,0.25,1,2,0.5,0,2,2,0,1,0,2,2,8,3.4,-7
25513,66,60,9/3/2019,28-198,POR,,PHO,W (+7),0,21:18,6,11,0.545,3,6,0.5,7,7,1,0,2,2,0,1,0,2,1,22,15.9,-6
25513,67,61,12/3/2019,28-201,POR,@,LAC,W (+21),0,20:07,4,9,0.444,2,5,0.4,0,1,0,0,2,2,1,1,0,1,1,10,5.8,7
25513,68,62,15/3/2019,28-204,POR,@,NOP,W (+12),0,19:23,3,9,0.333,1,5,0.2,1,1,1,1,1,2,0,0,1,0,0,8,4.6,-1
25513,69,63,16/3/2019,28-205,POR,@,SAS,L (-5),0,18:37,2,5,0.4,1,3,0.333,0,0,,2,2,4,0,0,0,0,2,5,3.5,-3
25513,70,64,18/3/2019,28-207,POR,,IND,W (+8),0,25:01:00,3,8,0.375,3,6,0.5,2,2,1,0,1,1,1,1,1,0,3,11,8.1,-7
25513,71,65,20/3/2019,28-209,POR,,DAL,W (+8),0,28:04:00,8,16,0.5,4,7,0.571,0,0,,1,4,5,1,2,0,2,3,20,13.4,-9
25513,72,66,23/3/2019,28-212,POR,,DET,W (+5),0,31:53:00,5,9,0.556,1,3,0.333,5,5,1,1,4,5,1,0,0,0,0,16,14.3,3
25513,73,67,25/3/2019,28-214,POR,,BRK,W (+4),0,40:13:00,6,13,0.462,3,7,0.429,5,6,0.833,0,2,2,1,2,0,0,4,20,14.6,-1
25513,74,68,27/3/2019,28-216,POR,@,CHI,W (+20),0,23:54,8,11,0.727,4,7,0.571,0,0,,0,3,3,2,0,0,2,0,20,15.8,9
25513,75,69,29/3/2019,28-218,POR,@,ATL,W (+20),0,30:34:00,4,9,0.444,2,4,0.5,2,2,1,0,3,3,0,0,0,2,1,12,5.8,7
25513,76,70,30/3/2019,28-219,POR,@,DET,L (-9),0,31:37:00,5,11,0.455,1,4,0.25,0,1,0,1,1,2,3,1,0,1,1,11,7.6,-4
25513,77,71,1/4/2019,28-221,POR,@,MIN,W (+10),0,21:51,7,14,0.5,5,9,0.556,0,0,,1,1,2,1,0,0,1,1,19,12.3,14
25513,78,72,3/4/2019,28-223,POR,,MEM,W (+27),0,24:29:00,2,9,0.222,2,6,0.333,0,0,,1,2,3,1,0,0,2,0,6,0.5,17
25513,80,73,7/4/2019,28-227,POR,,DEN,W (+7),0,23:39,5,9,0.556,1,4,0.25,0,0,,0,2,2,0,0,1,2,0,11,6,-4
25513,81,74,9/4/2019,28-229,POR,@,LAL,W (+3),0,26:56:00,7,13,0.538,5,8,0.625,0,0,,0,2,2,1,3,0,1,1,19,15.6,-3
25514,1,1,16/10/2018,30-216,GSW,,OKC,W (+8),1,36:37:00,11,20,0.55,5,9,0.556,5,5,1,0,8,8,9,1,0,3,4,32,27.5,15
25514,2,2,19/10/2018,30-219,GSW,@,UTA,W (+1),1,37:07:00,13,24,0.542,5,9,0.556,0,1,0,1,3,4,8,2,0,4,2,31,23.4,-3
25514,3,3,21/10/2018,30-221,GSW,@,DEN,L (-2),1,39:13:00,10,23,0.435,6,16,0.375,4,4,1,0,4,4,6,0,0,2,4,30,19.7,3
25514,4,4,22/10/2018,30-222,GSW,,PHO,W (+20),1,29:40:00,11,18,0.611,6,13,0.462,1,2,0.5,0,4,4,8,2,0,3,0,29,26.2,18
25514,5,5,24/10/2018,30-224,GSW,,WAS,W (+22),1,31:35:00,15,24,0.625,11,16,0.688,10,10,1,0,4,4,3,0,1,2,1,51,41.8,19
25514,6,6,26/10/2018,30-226,GSW,@,NYK,W (+28),1,33:24:00,10,18,0.556,6,11,0.545,3,3,1,1,3,4,2,1,0,3,2,29,20.6,3
25514,7,7,28/10/2018,30-228,GSW,@,BRK,W (+6),1,36:16:00,11,26,0.423,7,15,0.467,6,7,0.857,1,6,7,3,1,0,2,1,35,24,11
25514,8,8,29/10/2018,30-229,GSW,@,CHI,W (+25),1,24:50:00,7,9,0.778,2,4,0.5,7,7,1,0,8,8,5,2,0,1,3,23,25.2,27
25514,9,9,31/10/2018,30-231,GSW,,NOP,W (+10),1,36:53:00,12,20,0.6,7,11,0.636,6,7,0.857,0,2,2,9,2,0,5,3,37,30.1,19
25514,10,10,2/11/2018,30-233,GSW,,MIN,W (+17),1,35:28:00,11,24,0.458,4,12,0.333,2,2,1,1,8,9,7,0,2,4,3,28,19.8,6
25514,11,11,5/11/2018,30-236,GSW,,MEM,W (+16),1,32:04:00,6,17,0.353,3,6,0.5,4,4,1,2,3,5,7,1,1,5,1,19,13,26
25514,12,12,8/11/2018,30-239,GSW,,MIL,L (-23),1,26:06:00,5,14,0.357,0,4,0,0,0,,0,1,1,6,0,0,2,4,10,3.1,-24
25514,24,13,1/12/2018,30-262,GSW,@,DET,L (-9),1,36:30:00,10,21,0.476,3,9,0.333,4,4,1,0,5,5,3,2,0,7,4,27,13.3,-8
25514,25,14,3/12/2018,30-264,GSW,@,ATL,W (+17),1,29:06:00,10,17,0.588,6,10,0.6,4,4,1,0,3,3,2,1,1,3,4,30,21.5,22
25514,26,15,5/12/2018,30-266,GSW,@,CLE,W (+24),1,33:47:00,11,20,0.55,9,14,0.643,11,12,0.917,0,9,9,7,1,0,2,1,42,38.2,22
25514,27,16,7/12/2018,30-268,GSW,@,MIL,W (+10),1,35:37:00,7,17,0.412,4,9,0.444,2,2,1,0,4,4,8,1,0,3,3,20,14.5,9
25514,28,17,10/12/2018,30-271,GSW,,MIN,W (+8),1,35:45:00,12,23,0.522,7,14,0.5,7,7,1,1,6,7,6,2,1,2,1,38,33.7,9
25514,29,18,12/12/2018,30-273,GSW,,TOR,L (-20),1,32:32:00,3,12,0.25,2,8,0.25,2,2,1,1,2,3,3,1,0,4,1,10,2.8,-16
25514,30,19,14/12/2018,30-275,GSW,@,SAC,W (+5),1,36:00:00,11,23,0.478,5,14,0.357,8,8,1,1,6,7,6,3,0,1,2,35,31.2,18
25514,31,20,17/12/2018,30-278,GSW,,MEM,W (+17),1,35:02:00,6,16,0.375,3,9,0.333,5,5,1,0,7,7,1,2,0,3,3,20,11.8,19
25514,32,21,19/12/2018,30-280,GSW,@,UTA,L (-5),1,37:00:00,12,21,0.571,5,9,0.556,3,3,1,1,2,3,3,3,1,4,4,32,23.6,-6
25514,33,22,22/12/2018,30-283,GSW,,DAL,W (+4),1,39:29:00,7,22,0.318,6,17,0.353,2,3,0.667,2,3,5,5,2,0,3,5,22,11.8,-3
25514,34,23,23/12/2018,30-284,GSW,,LAC,W (+2),1,35:39:00,12,22,0.545,6,15,0.4,12,13,0.923,3,3,6,2,1,0,0,4,42,34.8,8
25514,35,24,25/12/2018,30-286,GSW,,LAL,L (-26),1,36:48:00,5,17,0.294,2,8,0.25,3,3,1,0,2,2,5,1,0,1,5,15,7.2,-9
25514,36,25,27/12/2018,30-288,GSW,,POR,L (-1),1,41:38:00,11,26,0.423,6,15,0.4,1,3,0.333,1,4,5,7,2,2,7,1,29,17.2,-3
25514,37,26,29/12/2018,30-290,GSW,@,POR,W (+10),1,36:11:00,6,15,0.4,2,8,0.25,11,14,0.786,1,4,5,8,2,1,2,1,25,23.5,10
25514,38,27,31/12/2018,30-292,GSW,@,PHO,W (+23),1,31:53:00,11,17,0.647,5,9,0.556,7,7,1,1,8,9,4,1,0,3,2,34,29.6,15
25514,39,28,3/1/2019,30-295,GSW,,HOU,L (-1),1,40:13:00,14,27,0.519,5,15,0.333,2,3,0.667,0,3,3,6,0,0,5,4,35,19.8,3
25514,40,29,5/1/2019,30-297,GSW,@,SAC,W (+4),1,38:29:00,14,26,0.538,10,20,0.5,4,4,1,0,5,5,2,2,0,6,2,42,27.5,12
25514,41,30,8/1/2019,30-300,GSW,,NYK,W (+27),1,31:58:00,5,19,0.263,3,12,0.25,1,1,1,1,6,7,14,1,0,1,3,14,13.8,36
25514,42,31,11/1/2019,30-303,GSW,,CHI,W (+37),1,27:12:00,10,16,0.625,5,11,0.455,3,3,1,2,3,5,8,0,0,4,0,28,24.7,39
25514,43,32,13/1/2019,30-305,GSW,@,DAL,W (+5),1,36:51:00,17,32,0.531,11,19,0.579,3,3,1,3,3,6,5,1,2,0,5,48,39.3,9
25514,44,33,15/1/2019,30-307,GSW,@,DEN,W (+31),1,29:42:00,10,18,0.556,8,13,0.615,3,3,1,1,5,6,4,0,0,3,2,31,23.6,25
25514,45,34,16/1/2019,30-308,GSW,,NOP,W (+7),1,35:08:00,11,22,0.5,9,17,0.529,10,10,1,1,4,5,3,1,0,2,3,41,31.8,20
25514,46,35,18/1/2019,30-310,GSW,@,LAC,W (+18),1,33:03:00,10,19,0.526,3,11,0.273,5,5,1,0,5,5,4,1,1,1,2,28,22.9,9
25514,47,36,21/1/2019,30-313,GSW,@,LAL,W (+19),1,30:08:00,3,12,0.25,2,10,0.2,3,3,1,1,4,5,12,1,0,0,3,11,13.9,27
25514,48,37,24/1/2019,30-316,GSW,@,WAS,W (+8),1,35:28:00,14,24,0.583,2,8,0.25,8,8,1,0,4,4,3,0,1,3,2,38,27,13
25514,49,38,26/1/2019,30-318,GSW,@,BOS,W (+4),1,38:04:00,7,15,0.467,6,12,0.5,4,4,1,0,3,3,3,0,0,1,2,24,17.5,4
25514,50,39,28/1/2019,30-320,GSW,@,IND,W (+32),1,26:49:00,10,13,0.769,6,8,0.75,0,0,,1,5,6,3,2,0,3,4,26,22.6,10
25514,51,40,31/1/2019,30-323,GSW,,PHI,L (-9),1,38:12:00,14,27,0.519,10,18,0.556,3,4,0.75,1,3,4,6,1,0,6,1,41,27.7,-6
25514,52,41,2/2/2019,30-325,GSW,,LAL,W (+14),1,32:51:00,5,15,0.333,2,9,0.222,2,3,0.667,0,4,4,2,0,0,2,2,14,4.9,13
25514,53,42,6/2/2019,30-329,GSW,,SAS,W (+39),1,28:36:00,7,12,0.583,3,5,0.6,2,3,0.667,1,4,5,7,2,1,3,2,19,18.7,26
25514,54,43,8/2/2019,30-331,GSW,@,PHO,W (+10),1,35:33:00,6,17,0.353,3,11,0.273,5,6,0.833,0,7,7,7,1,1,2,5,20,14.8,13
25514,55,44,10/2/2019,30-333,GSW,,MIA,W (+2),1,36:25:00,9,18,0.5,5,10,0.5,2,2,1,1,3,4,2,2,0,2,2,25,18.2,-9
25514,56,45,12/2/2019,30-335,GSW,,UTA,W (+7),1,36:10:00,8,19,0.421,5,14,0.357,3,3,1,0,5,5,4,4,2,2,3,24,20.4,5
25514,57,46,13/2/2019,30-336,GSW,@,POR,L (-22),1,32:37:00,10,24,0.417,5,14,0.357,7,7,1,1,6,7,2,0,0,1,2,32,21.3,-10
25514,58,47,21/2/2019,30-344,GSW,,SAC,W (+2),1,36:14:00,12,23,0.522,10,16,0.625,2,2,1,0,6,6,7,2,0,3,1,36,30,6
25514,59,48,23/2/2019,30-346,GSW,,HOU,L (-6),1,35:42:00,9,18,0.5,5,11,0.455,2,2,1,0,9,9,7,1,1,3,3,25,21.1,-1
25514,60,49,25/2/2019,30-348,GSW,@,CHO,W (+11),1,35:03:00,5,18,0.278,4,14,0.286,2,3,0.667,0,5,5,6,4,0,4,1,16,10.3,-4
25514,61,50,27/2/2019,30-350,GSW,@,MIA,L (-1),1,34:23:00,9,20,0.45,4,14,0.286,2,3,0.667,1,5,6,4,0,0,3,1,24,14.8,5
25514,62,51,28/2/2019,30-351,GSW,@,ORL,L (-7),1,37:23:00,12,33,0.364,5,17,0.294,4,4,1,1,7,8,6,0,0,3,1,33,18.3,1
25514,63,52,2/3/2019,30-353,GSW,@,PHI,W (+3),1,35:56:00,10,23,0.435,5,15,0.333,3,3,1,1,3,4,2,4,0,2,4,28,19.3,2
25514,64,53,5/3/2019,30-356,GSW,,BOS,L (-33),1,30:51:00,8,16,0.5,4,10,0.4,3,3,1,0,3,3,4,1,0,4,3,23,14.5,-21
25514,65,54,8/3/2019,30-359,GSW,,DEN,W (+17),1,34:21:00,6,16,0.375,4,10,0.4,1,2,0.5,0,7,7,4,0,0,7,4,17,4.1,20
25514,66,55,10/3/2019,30-361,GSW,,PHO,L (-4),1,34:55:00,6,20,0.3,4,15,0.267,2,2,1,0,7,7,8,3,1,3,4,18,13.2,7
25514,67,56,13/3/2019,30-364,GSW,@,HOU,W (+2),1,35:21:00,8,20,0.4,3,9,0.333,5,5,1,2,2,4,5,2,0,1,2,24,18.9,-3
25514,68,57,16/3/2019,31-002,GSW,@,OKC,W (+22),1,33:06:00,10,23,0.435,5,12,0.417,8,10,0.8,1,6,7,3,2,0,4,1,33,22.3,19
25514,69,58,18/3/2019,31-004,GSW,@,SAS,L (-6),1,37:15:00,9,25,0.36,6,18,0.333,1,1,1,1,6,7,8,3,1,2,3,25,19.7,3
25514,70,59,19/3/2019,31-005,GSW,@,MIN,W (+10),1,32:35:00,12,21,0.571,8,14,0.571,4,5,0.8,1,2,3,5,2,0,2,1,36,30.1,15
25514,71,60,21/3/2019,31-007,GSW,,IND,W (+23),1,29:28:00,5,15,0.333,5,12,0.417,0,0,,1,3,4,7,1,0,3,3,15,9.8,24
